,TimeStamp,Trade
467,23-09-2020 05:15:30.180 [DefaultMessageListenerContainer-1],20200923045441
468,23-09-2020 05:15:30.185 [DefaultMessageListenerContainer-1],20200923045442
469,23-09-2020 05:15:30.190 [DefaultMessageListenerContainer-1],20200923045443
470,23-09-2020 05:15:30.216 [DefaultMessageListenerContainer-1],20200923045444
471,23-09-2020 05:15:30.233 [DefaultMessageListenerContainer-1],20200923045445
472,23-09-2020 05:15:30.247 [DefaultMessageListenerContainer-1],20200923045446
473,23-09-2020 05:15:30.251 [DefaultMessageListenerContainer-1],20200923045447
474,23-09-2020 05:15:30.258 [DefaultMessageListenerContainer-1],20200923045449
475,23-09-2020 05:15:30.264 [DefaultMessageListenerContainer-1],20200923045450
476,23-09-2020 05:15:30.273 [DefaultMessageListenerContainer-1],20200923045451
477,23-09-2020 05:15:30.281 [DefaultMessageListenerContainer-1],20200923045452
478,23-09-2020 05:15:30.286 [DefaultMessageListenerContainer-1],20200923045453
479,23-09-2020 05:15:30.292 [DefaultMessageListenerContainer-1],20200923045454
480,23-09-2020 05:15:30.297 [DefaultMessageListenerContainer-1],20200923045455
481,23-09-2020 05:15:30.303 [DefaultMessageListenerContainer-1],20200923045456
482,23-09-2020 05:15:30.314 [DefaultMessageListenerContainer-1],20200923045457
483,23-09-2020 05:15:30.324 [DefaultMessageListenerContainer-1],20200923045458
484,23-09-2020 05:15:30.338 [DefaultMessageListenerContainer-1],20200923045459
485,23-09-2020 05:15:30.343 [DefaultMessageListenerContainer-1],20200923045500
486,23-09-2020 05:15:30.347 [DefaultMessageListenerContainer-1],20200923045501
487,23-09-2020 05:15:30.352 [DefaultMessageListenerContainer-1],20200923045502
488,23-09-2020 05:15:30.356 [DefaultMessageListenerContainer-1],20200923045503
489,23-09-2020 05:15:30.361 [DefaultMessageListenerContainer-1],20200923045504
490,23-09-2020 05:15:30.365 [DefaultMessageListenerContainer-1],20200923045505
491,23-09-2020 05:15:30.370 [DefaultMessageListenerContainer-1],20200923045506
492,23-09-2020 05:15:30.374 [DefaultMessageListenerContainer-1],20200923045507
493,23-09-2020 05:15:30.378 [DefaultMessageListenerContainer-1],20200923045509
494,23-09-2020 05:15:30.382 [DefaultMessageListenerContainer-1],20200923045510
495,23-09-2020 05:15:30.385 [DefaultMessageListenerContainer-1],20200923045531
496,23-09-2020 05:15:30.389 [DefaultMessageListenerContainer-1],20200923045511
497,23-09-2020 05:15:30.393 [DefaultMessageListenerContainer-1],20200923045532
498,23-09-2020 05:15:30.396 [DefaultMessageListenerContainer-1],20200923045512
499,23-09-2020 05:15:30.402 [DefaultMessageListenerContainer-1],20200923045533
500,23-09-2020 05:15:30.410 [DefaultMessageListenerContainer-1],20200923045513
501,23-09-2020 05:15:30.423 [DefaultMessageListenerContainer-1],20200923045534
502,23-09-2020 05:15:30.428 [DefaultMessageListenerContainer-1],20200923045514
503,23-09-2020 05:15:30.432 [DefaultMessageListenerContainer-1],20200923045535
504,23-09-2020 05:15:30.436 [DefaultMessageListenerContainer-1],20200923045515
505,23-09-2020 05:15:30.442 [DefaultMessageListenerContainer-1],20200923045536
506,23-09-2020 05:15:30.448 [DefaultMessageListenerContainer-1],20200923045538
507,23-09-2020 05:15:30.453 [DefaultMessageListenerContainer-1],20200923045539
508,23-09-2020 05:15:30.458 [DefaultMessageListenerContainer-1],20200923045540
509,23-09-2020 05:15:30.463 [DefaultMessageListenerContainer-1],20200923045541
510,23-09-2020 05:15:30.467 [DefaultMessageListenerContainer-1],20200923045542
511,23-09-2020 05:15:30.473 [DefaultMessageListenerContainer-1],20200923045543
512,23-09-2020 05:15:30.476 [DefaultMessageListenerContainer-1],20200923045544
513,23-09-2020 05:15:30.481 [DefaultMessageListenerContainer-1],20200923045545
514,23-09-2020 05:15:30.485 [DefaultMessageListenerContainer-1],20200923045546
515,23-09-2020 05:15:30.489 [DefaultMessageListenerContainer-1],20200923045547
516,23-09-2020 05:15:30.493 [DefaultMessageListenerContainer-1],20200923045548
517,23-09-2020 05:15:30.496 [DefaultMessageListenerContainer-1],20200923045549
518,23-09-2020 05:15:30.548 [DefaultMessageListenerContainer-1],20200923045550
519,23-09-2020 05:15:30.554 [DefaultMessageListenerContainer-1],20200923045551
520,23-09-2020 05:15:30.558 [DefaultMessageListenerContainer-1],20200923045552
521,23-09-2020 05:15:30.561 [DefaultMessageListenerContainer-1],20200923045553
522,23-09-2020 05:15:30.565 [DefaultMessageListenerContainer-1],20200923045554
523,23-09-2020 05:15:30.569 [DefaultMessageListenerContainer-1],20200923045555
524,23-09-2020 05:15:30.572 [DefaultMessageListenerContainer-1],20200923045557
525,23-09-2020 05:15:30.576 [DefaultMessageListenerContainer-1],20200923045558
526,23-09-2020 05:15:30.580 [DefaultMessageListenerContainer-1],20200923045559
527,23-09-2020 05:15:30.584 [DefaultMessageListenerContainer-1],20200923045600
528,23-09-2020 05:15:30.588 [DefaultMessageListenerContainer-1],20200923045601
529,23-09-2020 05:15:30.592 [DefaultMessageListenerContainer-1],20200923045602
530,23-09-2020 05:15:30.595 [DefaultMessageListenerContainer-1],20200923045603
531,23-09-2020 05:15:30.599 [DefaultMessageListenerContainer-1],20200923045604
532,23-09-2020 05:15:30.609 [DefaultMessageListenerContainer-1],20200923045605
533,23-09-2020 05:15:30.621 [DefaultMessageListenerContainer-1],20200923045606
534,23-09-2020 05:15:30.632 [DefaultMessageListenerContainer-1],20200923045607
535,23-09-2020 05:15:30.636 [DefaultMessageListenerContainer-1],20200923045608
536,23-09-2020 05:15:30.640 [DefaultMessageListenerContainer-1],20200923045609
537,23-09-2020 05:15:30.644 [DefaultMessageListenerContainer-1],20200923045610
538,23-09-2020 05:15:30.648 [DefaultMessageListenerContainer-1],20200923045611
539,23-09-2020 05:15:30.651 [DefaultMessageListenerContainer-1],20200923045612
540,23-09-2020 05:15:30.655 [DefaultMessageListenerContainer-1],20200923045613
541,23-09-2020 05:15:30.659 [DefaultMessageListenerContainer-1],20200923045614
542,23-09-2020 05:15:30.664 [DefaultMessageListenerContainer-1],20200923045615
543,23-09-2020 05:15:30.669 [DefaultMessageListenerContainer-1],20200923045617
544,23-09-2020 05:15:30.673 [DefaultMessageListenerContainer-1],20200923045618
545,23-09-2020 05:15:30.677 [DefaultMessageListenerContainer-1],20200923045619
546,23-09-2020 05:15:30.681 [DefaultMessageListenerContainer-1],20200923045620
547,23-09-2020 05:15:30.685 [DefaultMessageListenerContainer-1],20200923045621
548,23-09-2020 05:15:30.689 [DefaultMessageListenerContainer-1],20200923045622
549,23-09-2020 05:15:30.693 [DefaultMessageListenerContainer-1],20200923045623
550,23-09-2020 05:15:30.697 [DefaultMessageListenerContainer-1],20200923045624
551,23-09-2020 05:15:30.712 [DefaultMessageListenerContainer-1],20200923045625
552,23-09-2020 05:15:30.730 [DefaultMessageListenerContainer-1],20200923045626
553,23-09-2020 05:15:30.735 [DefaultMessageListenerContainer-1],20200923045627
554,23-09-2020 05:15:30.740 [DefaultMessageListenerContainer-1],20200923045628
555,23-09-2020 05:15:30.745 [DefaultMessageListenerContainer-1],20200923045629
556,23-09-2020 05:15:30.750 [DefaultMessageListenerContainer-1],20200923045630
557,23-09-2020 05:15:30.754 [DefaultMessageListenerContainer-1],20200923045631
558,23-09-2020 05:15:30.759 [DefaultMessageListenerContainer-1],20200923045632
559,23-09-2020 05:15:30.762 [DefaultMessageListenerContainer-1],20200923045633
560,23-09-2020 05:15:30.766 [DefaultMessageListenerContainer-1],20200923045634
561,23-09-2020 05:15:30.770 [DefaultMessageListenerContainer-1],20200923045636
562,23-09-2020 05:15:30.774 [DefaultMessageListenerContainer-1],20200923045637
563,23-09-2020 05:15:30.778 [DefaultMessageListenerContainer-1],20200923045638
564,23-09-2020 05:15:30.782 [DefaultMessageListenerContainer-1],20200923045639
565,23-09-2020 05:15:30.786 [DefaultMessageListenerContainer-1],20200923045640
566,23-09-2020 05:15:30.790 [DefaultMessageListenerContainer-1],20200923045641
567,23-09-2020 05:15:30.794 [DefaultMessageListenerContainer-1],20200923045642
568,23-09-2020 05:15:30.799 [DefaultMessageListenerContainer-1],20200923045643
569,23-09-2020 05:15:30.809 [DefaultMessageListenerContainer-1],20200923045644
570,23-09-2020 05:15:30.824 [DefaultMessageListenerContainer-1],20200923045645
571,23-09-2020 05:15:30.833 [DefaultMessageListenerContainer-1],20200923045646
572,23-09-2020 05:15:30.838 [DefaultMessageListenerContainer-1],20200923045647
573,23-09-2020 05:15:30.843 [DefaultMessageListenerContainer-1],20200923045648
574,23-09-2020 05:15:30.847 [DefaultMessageListenerContainer-1],20200923045649
575,23-09-2020 05:15:30.851 [DefaultMessageListenerContainer-1],20200923045650
576,23-09-2020 05:15:30.859 [DefaultMessageListenerContainer-1],20200923045651
577,23-09-2020 05:15:30.863 [DefaultMessageListenerContainer-1],20200923045652
578,23-09-2020 05:15:30.869 [DefaultMessageListenerContainer-1],20200923045653
579,23-09-2020 05:15:30.873 [DefaultMessageListenerContainer-1],20200923045654
580,23-09-2020 05:15:30.877 [DefaultMessageListenerContainer-1],20200923045656
581,23-09-2020 05:15:30.880 [DefaultMessageListenerContainer-1],20200923045657
582,23-09-2020 05:15:30.884 [DefaultMessageListenerContainer-1],20200923045658
583,23-09-2020 05:15:30.888 [DefaultMessageListenerContainer-1],20200923045659
584,23-09-2020 05:15:30.892 [DefaultMessageListenerContainer-1],20200923045700
585,23-09-2020 05:15:30.896 [DefaultMessageListenerContainer-1],20200923045701
586,23-09-2020 05:15:30.913 [DefaultMessageListenerContainer-1],20200923045702
587,23-09-2020 05:15:30.925 [DefaultMessageListenerContainer-1],20200923045703
588,23-09-2020 05:15:30.933 [DefaultMessageListenerContainer-1],20200923045704
589,23-09-2020 05:15:30.939 [DefaultMessageListenerContainer-1],20200923045705
590,23-09-2020 05:15:30.945 [DefaultMessageListenerContainer-1],20200923045706
591,23-09-2020 05:15:30.949 [DefaultMessageListenerContainer-1],20200923045707
592,23-09-2020 05:15:30.953 [DefaultMessageListenerContainer-1],20200923045708
593,23-09-2020 05:15:30.958 [DefaultMessageListenerContainer-1],20200923045709
594,23-09-2020 05:15:30.962 [DefaultMessageListenerContainer-1],20200923045710
595,23-09-2020 05:15:31.023 [DefaultMessageListenerContainer-1],20200923045711
596,23-09-2020 05:15:31.035 [DefaultMessageListenerContainer-1],20200923045731
597,23-09-2020 05:15:31.040 [DefaultMessageListenerContainer-1],20200923045712
598,23-09-2020 05:15:31.046 [DefaultMessageListenerContainer-1],20200923045733
599,23-09-2020 05:15:31.050 [DefaultMessageListenerContainer-1],20200923045713
600,23-09-2020 05:15:31.055 [DefaultMessageListenerContainer-1],20200923045734
601,23-09-2020 05:15:31.059 [DefaultMessageListenerContainer-1],20200923045715
602,23-09-2020 05:15:31.063 [DefaultMessageListenerContainer-1],20200923045735
603,23-09-2020 05:15:31.067 [DefaultMessageListenerContainer-1],20200923045716
604,23-09-2020 05:15:31.070 [DefaultMessageListenerContainer-1],20200923045736
605,23-09-2020 05:15:31.074 [DefaultMessageListenerContainer-1],20200923045737
606,23-09-2020 05:15:31.078 [DefaultMessageListenerContainer-1],20200923045738
607,23-09-2020 05:15:31.082 [DefaultMessageListenerContainer-1],20200923045739
608,23-09-2020 05:15:31.086 [DefaultMessageListenerContainer-1],20200923045740
609,23-09-2020 05:15:31.090 [DefaultMessageListenerContainer-1],20200923045741
610,23-09-2020 05:15:31.093 [DefaultMessageListenerContainer-1],20200923045742
611,23-09-2020 05:15:31.097 [DefaultMessageListenerContainer-1],20200923045743
612,23-09-2020 05:15:31.107 [DefaultMessageListenerContainer-1],20200923045744
613,23-09-2020 05:15:31.120 [DefaultMessageListenerContainer-1],20200923045745
614,23-09-2020 05:15:31.128 [DefaultMessageListenerContainer-1],20200923045746
615,23-09-2020 05:15:31.134 [DefaultMessageListenerContainer-1],20200923045747
616,23-09-2020 05:15:31.139 [DefaultMessageListenerContainer-1],20200923045748
617,23-09-2020 05:15:31.143 [DefaultMessageListenerContainer-1],20200923045749
618,23-09-2020 05:15:31.150 [DefaultMessageListenerContainer-1],20200923045750
619,23-09-2020 05:15:31.155 [DefaultMessageListenerContainer-1],20200923045752
620,23-09-2020 05:15:31.159 [DefaultMessageListenerContainer-1],20200923045753
621,23-09-2020 05:15:31.163 [DefaultMessageListenerContainer-1],20200923045754
622,23-09-2020 05:15:31.167 [DefaultMessageListenerContainer-1],20200923045755
623,23-09-2020 05:15:31.170 [DefaultMessageListenerContainer-1],20200923045756
624,23-09-2020 05:15:31.174 [DefaultMessageListenerContainer-1],20200923045757
625,23-09-2020 05:15:31.178 [DefaultMessageListenerContainer-1],20200923045758
626,23-09-2020 05:15:31.181 [DefaultMessageListenerContainer-1],20200923045759
627,23-09-2020 05:15:31.185 [DefaultMessageListenerContainer-1],20200923045800
628,23-09-2020 05:15:31.197 [DefaultMessageListenerContainer-1],20200923045801
629,23-09-2020 05:15:31.208 [DefaultMessageListenerContainer-1],20200923045802
630,23-09-2020 05:15:31.236 [DefaultMessageListenerContainer-1],20200923045803
631,23-09-2020 05:15:31.244 [DefaultMessageListenerContainer-1],20200923045804
632,23-09-2020 05:15:31.248 [DefaultMessageListenerContainer-1],20200923045805
633,23-09-2020 05:15:31.252 [DefaultMessageListenerContainer-1],20200923045806
634,23-09-2020 05:15:31.257 [DefaultMessageListenerContainer-1],20200923045807
635,23-09-2020 05:15:31.261 [DefaultMessageListenerContainer-1],20200923045808
636,23-09-2020 05:15:31.266 [DefaultMessageListenerContainer-1],20200923045809
637,23-09-2020 05:15:31.275 [DefaultMessageListenerContainer-1],20200923045810
638,23-09-2020 05:15:31.284 [DefaultMessageListenerContainer-1],20200923045812
639,23-09-2020 05:15:31.297 [DefaultMessageListenerContainer-1],20200923045813
640,23-09-2020 05:15:31.304 [DefaultMessageListenerContainer-1],20200923045814
641,23-09-2020 05:15:31.350 [DefaultMessageListenerContainer-1],20200923045815
642,23-09-2020 05:15:31.355 [DefaultMessageListenerContainer-1],20200923045816
643,23-09-2020 05:15:31.360 [DefaultMessageListenerContainer-1],20200923045817
644,23-09-2020 05:15:31.364 [DefaultMessageListenerContainer-1],20200923045818
645,23-09-2020 05:15:31.368 [DefaultMessageListenerContainer-1],20200923045819
646,23-09-2020 05:15:31.373 [DefaultMessageListenerContainer-1],20200923045820
647,23-09-2020 05:15:31.410 [DefaultMessageListenerContainer-1],20200923045821
648,23-09-2020 05:15:31.417 [DefaultMessageListenerContainer-1],20200923045822
649,23-09-2020 05:15:31.423 [DefaultMessageListenerContainer-1],20200923045823
650,23-09-2020 05:15:31.429 [DefaultMessageListenerContainer-1],20200923045824
651,23-09-2020 05:15:31.434 [DefaultMessageListenerContainer-1],20200923045825
652,23-09-2020 05:15:31.438 [DefaultMessageListenerContainer-1],20200923045826
653,23-09-2020 05:15:31.443 [DefaultMessageListenerContainer-1],20200923045827
654,23-09-2020 05:15:31.448 [DefaultMessageListenerContainer-1],20200923045828
655,23-09-2020 05:15:31.452 [DefaultMessageListenerContainer-1],20200923045829
656,23-09-2020 05:15:31.456 [DefaultMessageListenerContainer-1],20200923045831
657,23-09-2020 05:15:31.460 [DefaultMessageListenerContainer-1],20200923045832
658,23-09-2020 05:15:31.464 [DefaultMessageListenerContainer-1],20200923045833
659,23-09-2020 05:15:31.470 [DefaultMessageListenerContainer-1],20200923045834
660,23-09-2020 05:15:31.474 [DefaultMessageListenerContainer-1],20200923045835
661,23-09-2020 05:15:31.505 [DefaultMessageListenerContainer-1],20200923045836
662,23-09-2020 05:15:31.519 [DefaultMessageListenerContainer-1],20200923045837
663,23-09-2020 05:15:31.529 [DefaultMessageListenerContainer-1],20200923045838
664,23-09-2020 05:15:31.535 [DefaultMessageListenerContainer-1],20200923045839
665,23-09-2020 05:15:31.539 [DefaultMessageListenerContainer-1],20200923045840
666,23-09-2020 05:15:31.547 [DefaultMessageListenerContainer-1],20200923045841
667,23-09-2020 05:15:31.551 [DefaultMessageListenerContainer-1],20200923045842
668,23-09-2020 05:15:31.555 [DefaultMessageListenerContainer-1],20200923045843
669,23-09-2020 05:15:31.559 [DefaultMessageListenerContainer-1],20200923045844
670,23-09-2020 05:15:31.563 [DefaultMessageListenerContainer-1],20200923045845
671,23-09-2020 05:15:31.567 [DefaultMessageListenerContainer-1],20200923045846
672,23-09-2020 05:15:31.571 [DefaultMessageListenerContainer-1],20200923045847
673,23-09-2020 05:15:31.576 [DefaultMessageListenerContainer-1],20200923045848
674,23-09-2020 05:15:31.580 [DefaultMessageListenerContainer-1],20200923045850
675,23-09-2020 05:15:31.607 [DefaultMessageListenerContainer-1],20200923045851
676,23-09-2020 05:15:31.617 [DefaultMessageListenerContainer-1],20200923045852
677,23-09-2020 05:15:31.623 [DefaultMessageListenerContainer-1],20200923045853
678,23-09-2020 05:15:31.627 [DefaultMessageListenerContainer-1],20200923045854
679,23-09-2020 05:15:31.632 [DefaultMessageListenerContainer-1],20200923045855
680,23-09-2020 05:15:31.636 [DefaultMessageListenerContainer-1],20200923045856
681,23-09-2020 05:15:31.640 [DefaultMessageListenerContainer-1],20200923045857
682,23-09-2020 05:15:31.644 [DefaultMessageListenerContainer-1],20200923045858
683,23-09-2020 05:15:31.648 [DefaultMessageListenerContainer-1],20200923045859
684,23-09-2020 05:15:31.653 [DefaultMessageListenerContainer-1],20200923045900
685,23-09-2020 05:15:31.657 [DefaultMessageListenerContainer-1],20200923045901
686,23-09-2020 05:15:31.661 [DefaultMessageListenerContainer-1],20200923045902
687,23-09-2020 05:15:31.666 [DefaultMessageListenerContainer-1],20200923045903
688,23-09-2020 05:15:31.669 [DefaultMessageListenerContainer-1],20200923045904
689,23-09-2020 05:15:31.673 [DefaultMessageListenerContainer-1],20200923045905
690,23-09-2020 05:15:31.720 [DefaultMessageListenerContainer-1],20200923045907
691,23-09-2020 05:15:31.724 [DefaultMessageListenerContainer-1],20200923045908
692,23-09-2020 05:15:31.729 [DefaultMessageListenerContainer-1],20200923045909
693,23-09-2020 05:15:31.733 [DefaultMessageListenerContainer-1],20200923045910
694,23-09-2020 05:15:31.737 [DefaultMessageListenerContainer-1],20200923045911
695,23-09-2020 05:15:31.742 [DefaultMessageListenerContainer-1],20200923045912
696,23-09-2020 05:15:31.746 [DefaultMessageListenerContainer-1],20200923045913
697,23-09-2020 05:15:31.752 [DefaultMessageListenerContainer-1],20200923045914
698,23-09-2020 05:15:31.758 [DefaultMessageListenerContainer-1],20200923045915
699,23-09-2020 05:15:31.762 [DefaultMessageListenerContainer-1],20200923045916
